gender,ageLow,ageHigh,countLow,countHigh,score
female,0,24,39,39,18.4
female,0,24,38,38,18.2
female,0,24,37,37,18
female,0,24,36,36,17.8
female,0,24,35,35,17.6
female,0,24,34,34,17.2
female,0,24,33,33,17
female,0,24,32,32,16.8
female,0,24,31,31,16.6
female,0,24,30,30,16.4
female,0,24,29,29,16.2
female,0,24,28,28,16
female,0,24,27,27,15
female,0,24,26,26,14.6
female,0,24,25,25,14.4
female,0,24,24,24,14
female,0,24,23,23,13
female,0,24,22,22,12.6
female,0,24,21,21,12
female,0,24,20,20,11.6
female,0,24,19,19,11
female,0,24,18,18,10
female,0,24,17,17,7
female,0,24,16,16,4
female,0,24,15,15,1
female,0,24,0,14,0
male,45,49,44,255,20
male,45,49,43,43,19.8
male,45,49,42,42,19.6
male,45,49,41,41,19.4
male,45,49,40,40,19.2
male,45,49,39,39,19
male,45,49,38,38,18.8
male,45,49,37,37,18.4
male,45,49,36,36,18.2
male,45,49,35,35,18
male,45,49,34,34,17.6
male,45,49,33,33,17
male,45,49,32,32,16.8
male,45,49,31,31,16.6
male,45,49,30,30,16.2
male,45,49,29,29,16
male,45,49,28,28,15
male,45,49,27,27,14.6
male,45,49,26,26,14.4
male,45,49,25,25,14
male,45,49,24,24,13
male,45,49,23,23,12.6
male,45,49,22,22,12
male,45,49,21,21,11.6
male,45,49,20,20,11
male,45,49,19,19,10.6
male,45,49,18,18,10
male,45,49,17,17,7
male,45,49,16,16,4
male,45,49,0,15,0
male,50,54,36,255,20
male,50,54,35,35,19.7
male,50,54,34,34,19.4
male,50,54,33,33,19
male,50,54,32,32,18.8
male,50,54,31,31,18.4
male,50,54,30,30,18.2
male,50,54,29,29,18
male,50,54,28,28,17.6
male,50,54,27,27,17.4
male,50,54,26,26,17
male,50,54,25,25,16.6
male,50,54,24,24,16
male,50,54,23,23,15
male,50,54,22,22,14
male,50,54,21,21,13
male,50,54,20,20,12.6
male,50,54,19,19,12
male,50,54,18,18,11.6
male,50,54,17,17,11
male,50,54,16,16,10.6
male,50,54,15,15,10
male,50,54,14,14,7
male,50,54,13,13,4
male,50,54,12,12,1
male,50,54,0,11,0
male,55,59,33,255,20
male,55,59,32,32,19.8
male,55,59,31,31,19.4
male,55,59,30,30,19
male,55,59,29,29,18.4
male,55,59,28,28,18
male,55,59,27,27,17.8
male,55,59,26,26,17.4
male,55,59,25,25,17
male,55,59,24,24,16.8
male,55,59,23,23,15.8
male,55,59,22,22,14.8
male,55,59,21,21,14
male,55,59,20,20,13
male,55,59,19,19,12.4
male,55,59,18,18,11.8
male,55,59,17,17,11.4
male,55,59,16,16,10.8
male,55,59,15,15,10
male,55,59,14,14,7
male,55,59,13,13,4
male,55,59,12,12,1
male,55,59,0,11,0
male,60,255,30,255,20
male,60,255,29,29,19.5
male,60,255,28,28,19
male,60,255,27,27,18.6
male,60,255,26,26,18
male,60,255,25,25,17.6
male,60,255,24,24,17
male,60,255,23,23,16
male,60,255,22,22,15
male,60,255,21,21,14
male,60,255,20,20,13
male,60,255,19,19,12.6
male,60,255,18,18,12
male,60,255,17,17,11.6
male,60,255,16,16,11
male,60,255,15,15,10.6
male,60,255,14,14,10
male,60,255,13,13,7
male,60,255,12,12,4
male,60,255,11,11,1
male,60,255,0,10,0
female,25,29,47,255,20
female,25,29,46,46,19.8
female,25,29,45,45,19.6
female,25,29,44,44,19.4
female,25,29,43,43,19.2
female,25,29,42,42,19
female,25,29,41,41,18.8
female,25,29,40,40,18.6
female,25,29,39,39,18.4
female,25,29,38,38,18.2
female,25,29,37,37,18
female,25,29,36,36,17.8
female,25,29,35,35,17.6
female,25,29,34,34,17.2
female,25,29,33,33,17
female,25,29,32,32,16.8
female,25,29,31,31,16.6
female,25,29,30,30,16.4
female,25,29,29,29,16.2
female,25,29,28,28,16
female,25,29,27,27,15
female,25,29,26,26,14.6
female,25,29,25,25,14.4
female,25,29,24,24,14
female,25,29,23,23,13
female,25,29,22,22,12.6
female,25,29,21,21,12
female,25,29,20,20,11.6
female,25,29,19,19,11
female,25,29,18,18,10.6
female,25,29,17,17,10
female,25,29,16,16,7
female,25,29,15,15,4
female,25,29,14,14,1
female,25,29,0,13,0
female,30,34,46,255,20
female,30,34,45,45,19.9
female,30,34,44,44,19.8
female,30,34,43,43,19.6
female,30,34,42,42,19.4
female,30,34,41,41,19.2
female,30,34,40,40,19
female,30,34,39,39,18.8
female,30,34,38,38,18.7
female,30,34,37,37,18.6
female,30,34,36,36,18.4
female,30,34,35,35,18.3
female,30,34,34,34,18.2
female,30,34,33,33,18
female,30,34,32,32,17.9
female,30,34,31,31,17.8
female,30,34,30,30,17.6
female,30,34,29,29,17.4
female,30,34,28,28,17.3
female,30,34,27,27,17.2
female,30,34,26,26,17
female,30,34,25,25,16.6
female,30,34,24,24,16.4
female,30,34,23,23,16
female,30,34,22,22,15.8
female,30,34,21,21,15.6
female,30,34,20,20,15.2
female,30,34,19,19,15
female,30,34,18,18,14
female,30,34,17,17,13.6
female,30,34,16,16,13
female,30,34,15,15,12
female,30,34,14,14,10
female,30,34,13,13,7
female,30,34,12,12,4
female,30,34,11,11,1
female,30,34,0,10,0
female,35,39,42,255,20
female,35,39,41,41,19.7
female,35,39,40,40,19.4
female,35,39,39,39,19
female,35,39,38,38,18.8
female,35,39,37,37,18.7
female,35,39,36,36,18.6
female,35,39,35,35,18.4
female,35,39,34,34,18.3
female,35,39,33,33,18.1
female,35,39,32,32,18
female,35,39,31,31,17.9
female,35,39,30,30,17.8
female,35,39,29,29,17.6
female,35,39,28,28,17.4
female,35,39,27,27,17.3
female,35,39,26,26,17.2
female,35,39,25,25,17
female,35,39,24,24,16.6
female,35,39,23,23,16.4
female,35,39,22,22,16
female,35,39,21,21,15.8
female,35,39,20,20,15.6
female,35,39,19,19,15.2
female,35,39,18,18,15
female,35,39,17,17,14
female,35,39,16,16,13.6
female,35,39,15,15,13
female,35,39,14,14,12
female,35,39,13,13,10
female,35,39,12,12,7
female,35,39,11,11,4
female,35,39,10,10,1
female,35,39,0,9,0
female,40,44,38,255,20
female,40,44,37,37,19.8
female,40,44,36,36,19.6
female,40,44,35,35,19.4
female,40,44,34,34,19.2
female,40,44,33,33,19
female,40,44,32,32,18.8
female,40,44,31,31,18.4
female,40,44,30,30,18.2
female,40,44,29,29,18
female,40,44,28,28,17.8
female,40,44,27,27,17.6
female,40,44,26,26,17.4
female,40,44,25,25,17.3
female,40,44,24,24,17.2
female,40,44,23,23,17
female,40,44,22,22,16.8
female,40,44,21,21,16.6
female,40,44,20,20,16.4
female,40,44,19,19,16.2
female,40,44,18,18,16
female,40,44,17,17,15.6
female,40,44,16,16,15
female,40,44,15,15,14
female,40,44,14,14,13
female,40,44,13,13,12
female,40,44,12,12,11
female,40,44,11,11,10
female,40,44,10,10,7
female,40,44,9,9,4
female,40,44,8,8,1
female,40,44,0,7,0
female,45,49,37,255,20
female,45,49,36,36,19.8
female,45,49,35,35,19.6
female,45,49,34,34,19.4
female,45,49,33,33,19.2
female,45,49,32,32,19
female,45,49,31,31,18.8
female,45,49,30,30,18.6
female,45,49,29,29,18.4
female,45,49,28,28,18.2
female,45,49,27,27,18
female,45,49,26,26,17.8
female,45,49,25,25,17.6
female,45,49,24,24,17.4
female,45,49,23,23,17.2
female,45,49,22,22,17
female,45,49,21,21,16.8
female,45,49,20,20,16.6
female,45,49,19,19,16.4
female,45,49,18,18,16.2
female,45,49,17,17,16
female,45,49,16,16,15.6
female,45,49,15,15,15
female,45,49,14,14,14
female,45,49,13,13,13
female,45,49,12,12,12
female,45,49,11,11,11
female,45,49,10,10,10
female,45,49,9,9,7
female,45,49,8,8,4
female,45,49,7,7,1
female,45,49,0,6,0
female,50,54,35,255,20
female,50,54,34,34,19.8
female,50,54,33,33,19.6
female,50,54,32,32,19.4
female,50,54,31,31,19.2
female,50,54,30,30,19
female,50,54,29,29,18.8
female,50,54,28,28,18.6
female,50,54,27,27,18.4
female,50,54,26,26,18.2
female,50,54,25,25,18
female,50,54,24,24,17.6
female,50,54,23,23,17.4
female,50,54,22,22,17.3
female,50,54,21,21,17.2
female,50,54,20,20,17
female,50,54,19,19,16.8
female,50,54,18,18,16.6
female,50,54,17,17,16.4
female,50,54,16,16,16.2
female,50,54,15,15,16
female,50,54,14,14,15
female,50,54,13,13,14
female,50,54,12,12,13
female,50,54,11,11,12
female,50,54,10,10,11
female,50,54,9,9,10
female,50,54,8,8,7
female,50,54,7,7,4
female,50,54,0,6,0
female,55,59,28,255,20
female,55,59,27,27,19.7
female,55,59,26,26,19.4
female,55,59,25,25,19.2
female,55,59,24,24,19
female,55,59,23,23,18.6
female,55,59,22,22,18
female,55,59,21,21,17.6
female,55,59,20,20,17.2
female,55,59,19,19,17
female,55,59,18,18,16.8
female,55,59,17,17,16.6
female,55,59,16,16,16.4
female,55,59,15,15,16.2
female,55,59,14,14,16
female,55,59,13,13,15
female,55,59,12,12,14
female,55,59,11,11,13
female,55,59,10,10,12
female,55,59,9,9,11
female,55,59,8,8,10
female,55,59,7,7,7
female,55,59,6,6,4
female,55,59,5,5,1
female,55,59,0,4,0
female,60,255,21,255,20
female,60,255,20,20,19.5
female,60,255,19,19,19
female,60,255,18,18,18.8
female,60,255,17,17,18
female,60,255,16,16,17.6
female,60,255,15,15,17
female,60,255,14,14,16
female,60,255,13,13,15
female,60,255,12,12,14
female,60,255,11,11,13
female,60,255,10,10,12
female,60,255,9,9,11.4
female,60,255,8,8,10.6
female,60,255,7,7,10
female,60,255,6,6,7
female,60,255,5,5,4
female,60,255,4,4,1
female,60,255,0,3,0
